symptom_text,department,label
panic attacks since 1 week,Psychiatry,9
blurry vision after eating,Ophthalmology,10
PCOD symptoms mild to moderate,Gynecology,7
runny nose in the morning,ENT,11
kidney pain,Nephrology,12
newborn jaundice since 1 week,Pediatrics,8
dengue symptoms after eating,General Medicine,13
health certificate chronic,General Medicine,13
chest pressure with fever,Cardiology,0
body ache worsening at night,General Medicine,13
tonsillitis after eating,ENT,11
delayed milestones chronic,Pediatrics,8
shoulder stiffness mild to moderate,Orthopedics,2
foot pain in morning with fever,Orthopedics,2
insulin resistance since 2 days,Endocrinology,6
panic attacks worsening at night,Psychiatry,9
dengue symptoms,General Medicine,13
chest tightness at rest with fever,Cardiology,0
constipation with fever,Gastroenterology,4
skin rash with fever,Dermatology,3
hearing loss with fever,ENT,11
blurry vision in the morning,Ophthalmology,10
hearing loss,ENT,11
frequent UTI since 2 days,Nephrology,12
fainting since 1 week,Neurology,1
allergic skin reaction since 1 week,Dermatology,3
nausea sudden onset,Gastroenterology,4
pregnancy symptoms in the morning,Gynecology,7
vertigo mild to moderate,ENT,11
dizziness while climbing stairs chronic,Cardiology,0
psoriasis patches sudden onset,Dermatology,3
phobia sudden onset,Psychiatry,9
yellow eyes,Gastroenterology,4
irregular heartbeat,Cardiology,0
chest pain since 1 week,Cardiology,0
hair thinning in the morning,Endocrinology,6
wheezing sudden onset,Pulmonology,5
hip pain while walking mild to moderate,Orthopedics,2
newborn jaundice with fever,Pediatrics,8
hearing loss,ENT,11
fracture worsening at night,Orthopedics,2
irregular heartbeat mild to moderate,Cardiology,0
menstrual cramps chronic,Gynecology,7
menopause symptoms sudden onset,Gynecology,7
numbness in face,Neurology,1
blurry vision after eating,Ophthalmology,10
heart racing chronic,Cardiology,0
ear pain worsening at night,ENT,11
TB symptoms worsening at night,Pulmonology,5
nail discoloration in the morning,Dermatology,3
floaters in vision with fever,Ophthalmology,10
fracture chronic,Orthopedics,2
fatigue since 1 week,General Medicine,13
watery eyes mild to moderate,Ophthalmology,10
cold and cough worsening at night,General Medicine,13
skin rash worsening at night,Dermatology,3
dizziness while climbing stairs worsening at night,Cardiology,0
pregnancy symptoms mild to moderate,Gynecology,7
sore throat mild to moderate,ENT,11
vaginal discharge worsening at night,Gynecology,7
fatigue since 1 week,Endocrinology,6
OCD symptoms sudden onset,Psychiatry,9
hair loss chronic,Dermatology,3
schizophrenia symptoms since 2 days,Psychiatry,9
heart racing,Cardiology,0
fainting with fever,Neurology,1
asthma attack,Pulmonology,5
decreased urine output since 2 days,Nephrology,12
fainting chronic,Neurology,1
hearing loss in the morning,ENT,11
memory loss chronic,Neurology,1
allergic skin reaction since 2 days,Dermatology,3
chest congestion with fever,Pulmonology,5
dialysis related chronic,Nephrology,12
neck stiffness mild to moderate,Orthopedics,2
blurry vision worsening at night,Ophthalmology,10
floaters in vision with fever,Ophthalmology,10
hair thinning worsening at night,Endocrinology,6
fracture since 1 week,Orthopedics,2
dialysis related mild to moderate,Nephrology,12
boil on skin since 2 days,Dermatology,3
constipation worsening at night,Gastroenterology,4
foamy urine after eating,Nephrology,12
nasal congestion chronic,ENT,11
vomiting after eating,Gastroenterology,4
thyroid swelling worsening at night,Endocrinology,6
blood in urine mild to moderate,Nephrology,12
child ear pain mild to moderate,Pediatrics,8
infant not feeding chronic,Pediatrics,8
decreased urine output worsening at night,Nephrology,12
phobia,Psychiatry,9
weakness chronic,General Medicine,13
fatigue since 1 week,Endocrinology,6
fatigue worsening at night,Endocrinology,6
vision blurring suddenly,Neurology,1
cold intolerance mild to moderate,Endocrinology,6
darkening of skin after eating,Dermatology,3
vertigo worsening at night,ENT,11
tonsillitis in the morning,ENT,11
coughing blood with fever,Pulmonology,5
child vomiting in the morning,Pediatrics,8
hip pain while walking in the morning,Orthopedics,2
seizures since 1 week,Neurology,1
suicidal thoughts chronic,Psychiatry,9
kidney pain worsening at night,Nephrology,12
TB symptoms chronic,Pulmonology,5
floaters in vision in the morning,Ophthalmology,10
asthma attack worsening at night,Pulmonology,5
irregular periods,Gynecology,7
frequent UTI worsening at night,Nephrology,12
hearing loss mild to moderate,ENT,11
infant not feeding chronic,Pediatrics,8
neck stiffness since 1 week,Orthopedics,2
nail discoloration since 1 week,Dermatology,3
weakness on one side,Neurology,1
malaria symptoms after eating,General Medicine,13
breast lump with fever,Gynecology,7
floaters in vision since 2 days,Ophthalmology,10
ear pain since 2 days,ENT,11
allergic skin reaction,Dermatology,3
back pain chronic,Orthopedics,2
confusion mild to moderate,Neurology,1
infant not feeding in the morning,Pediatrics,8
excessive sweating sudden onset,Endocrinology,6
ear pain in the morning,ENT,11
watery eyes mild to moderate,Ophthalmology,10
swollen ankles in the morning,Cardiology,0
palpitations worsening at night,Cardiology,0
fracture with fever,Orthopedics,2
boil on skin since 1 week,Dermatology,3
kidney pain after eating,Nephrology,12
hair loss sudden onset,Dermatology,3
foamy urine in the morning,Nephrology,12
excessive sweating mild to moderate,Endocrinology,6
acid reflux in the morning,Gastroenterology,4
anxiety after eating,Psychiatry,9
floaters in vision since 2 days,Ophthalmology,10
malaria symptoms chronic,General Medicine,13
insomnia worsening at night,Psychiatry,9
anxiety in the morning,Psychiatry,9
mood swings since 1 week,Psychiatry,9
swollen face in morning,Nephrology,12
general checkup sudden onset,General Medicine,13
skin rash after eating,Dermatology,3
breast lump,Gynecology,7
panic attacks worsening at night,Psychiatry,9
cataract worsening at night,Ophthalmology,10
frequent chest infections worsening at night,Pulmonology,5
newborn jaundice with fever,Pediatrics,8
smoking related cough in the morning,Pulmonology,5
difficulty swallowing since 1 week,Gastroenterology,4
dialysis related with fever,Nephrology,12
psoriasis patches with fever,Dermatology,3
liver pain with fever,Gastroenterology,4
dizziness while climbing stairs mild to moderate,Cardiology,0
boil on skin worsening at night,Dermatology,3
tonsillitis after eating,ENT,11
vaginal discharge after eating,Gynecology,7
memory loss worsening at night,Neurology,1
hip pain while walking since 2 days,Orthopedics,2
suicidal thoughts since 2 days,Psychiatry,9
body ache chronic,General Medicine,13
child rash in the morning,Pediatrics,8
neck stiffness after eating,Orthopedics,2
hormonal imbalance with fever,Gynecology,7
nausea worsening at night,Gastroenterology,4
acne worsening at night,Dermatology,3
fracture since 2 days,Orthopedics,2
blood in urine chronic,Nephrology,12
smoking related cough with fever,Pulmonology,5
constipation sudden onset,Gastroenterology,4
newborn jaundice with fever,Pediatrics,8
hearing loss since 2 days,ENT,11
difficulty swallowing worsening at night,Gastroenterology,4
watery eyes since 1 week,Ophthalmology,10
child rash with fever,Pediatrics,8
weakness on one side since 1 week,Neurology,1
menstrual cramps sudden onset,Gynecology,7
insomnia mild to moderate,Psychiatry,9
hair loss,Dermatology,3
insulin resistance,Endocrinology,6
blood in urine since 1 week,Nephrology,12
typhoid symptoms since 2 days,General Medicine,13
dialysis related since 2 days,Nephrology,12
glaucoma symptoms worsening at night,Ophthalmology,10
swollen ankles sudden onset,Cardiology,0
psoriasis patches sudden onset,Dermatology,3
swollen face in morning,Nephrology,12
vomiting chronic,Gastroenterology,4
foot pain in morning worsening at night,Orthopedics,2
child rash in the morning,Pediatrics,8
cataract since 1 week,Ophthalmology,10
breathlessness on exertion sudden onset,Cardiology,0
runny nose,ENT,11
typhoid symptoms chronic,General Medicine,13
knee pain since 2 days,Orthopedics,2
decreased urine output,Nephrology,12
floaters in vision sudden onset,Ophthalmology,10
chest congestion after eating,Pulmonology,5
sudden weight gain since 1 week,Endocrinology,6
child vomiting with fever,Pediatrics,8
nasal congestion,ENT,11
fatigue since 2 days,General Medicine,13
palpitations with fever,Cardiology,0
dialysis related in the morning,Nephrology,12
back pain mild to moderate,Orthopedics,2
irregular periods since 1 week,Gynecology,7
decreased urine output with fever,Nephrology,12
cold intolerance sudden onset,Endocrinology,6
PCOD symptoms after eating,Gynecology,7
delayed milestones sudden onset,Pediatrics,8
eye pain mild to moderate,Ophthalmology,10
body ache mild to moderate,General Medicine,13
vertigo after eating,ENT,11
childhood asthma worsening at night,Pediatrics,8
shortness of breath chronic,Cardiology,0
cold intolerance after eating,Endocrinology,6
dialysis related with fever,Nephrology,12
body ache mild to moderate,General Medicine,13
frequent UTI chronic,Nephrology,12
insomnia mild to moderate,Psychiatry,9
childhood asthma since 1 week,Pediatrics,8
infant not feeding chronic,Pediatrics,8
schizophrenia symptoms chronic,Psychiatry,9
ear pain since 2 days,ENT,11
vaccination sudden onset,Pediatrics,8
breast lump mild to moderate,Gynecology,7
difficulty swallowing since 2 days,Gastroenterology,4
glaucoma symptoms with fever,Ophthalmology,10
snoring since 1 week,ENT,11
eye pain in the morning,Ophthalmology,10
chest congestion,Pulmonology,5
bone pain with fever,Orthopedics,2
child fever after eating,Pediatrics,8
hair thinning mild to moderate,Endocrinology,6
diabetes symptoms worsening at night,Endocrinology,6
panic attacks sudden onset,Psychiatry,9
neck stiffness in the morning,Orthopedics,2
insulin resistance sudden onset,Endocrinology,6
squinting with fever,Ophthalmology,10
malaria symptoms since 1 week,General Medicine,13
liver pain worsening at night,Gastroenterology,4
menopause symptoms with fever,Gynecology,7
tonsillitis,ENT,11
infant not feeding sudden onset,Pediatrics,8
vomiting,Gastroenterology,4
hair thinning mild to moderate,Endocrinology,6
sinusitis since 1 week,ENT,11
shortness of breath with fever,Cardiology,0
chest pain sudden onset,Cardiology,0
kidney pain in the morning,Nephrology,12
liver pain since 2 days,Gastroenterology,4
coughing blood after eating,Pulmonology,5
nail discoloration in the morning,Dermatology,3
breathlessness at night with fever,Pulmonology,5
smoking related cough since 2 days,Pulmonology,5
PCOD symptoms sudden onset,Gynecology,7
frequent urination since 2 days,Endocrinology,6
frequent chest infections since 1 week,Pulmonology,5
cold intolerance worsening at night,Endocrinology,6
decreased urine output since 1 week,Nephrology,12
pregnancy symptoms,Gynecology,7
child fever in the morning,Pediatrics,8
palpitations after eating,Cardiology,0
health certificate worsening at night,General Medicine,13
chest pressure since 2 days,Cardiology,0
malaria symptoms chronic,General Medicine,13
floaters in vision since 1 week,Ophthalmology,10
shortness of breath mild to moderate,Cardiology,0
sinusitis,ENT,11
swollen ankles sudden onset,Cardiology,0
dialysis related after eating,Nephrology,12
foamy urine in the morning,Nephrology,12
child ear pain with fever,Pediatrics,8
neck stiffness in the morning,Orthopedics,2
allergic skin reaction mild to moderate,Dermatology,3
childhood asthma in the morning,Pediatrics,8
hair loss in the morning,Dermatology,3
eye pain sudden onset,Ophthalmology,10
foamy urine mild to moderate,Nephrology,12
body ache in the morning,General Medicine,13
malaria symptoms since 2 days,General Medicine,13
foot pain in morning with fever,Orthopedics,2
acid reflux in the morning,Gastroenterology,4
health certificate since 2 days,General Medicine,13
squinting sudden onset,Ophthalmology,10
vaccination after eating,Pediatrics,8
increased thirst after eating,Endocrinology,6
difficulty swallowing chronic,Gastroenterology,4
back pain sudden onset,Orthopedics,2
dizziness after eating,Neurology,1
red eye with fever,Ophthalmology,10
psoriasis patches in the morning,Dermatology,3
sinusitis,ENT,11
neck stiffness chronic,Orthopedics,2
glaucoma symptoms since 1 week,Ophthalmology,10
ear pain,ENT,11
sudden weight gain since 1 week,Endocrinology,6
insulin resistance sudden onset,Endocrinology,6
eczema flare chronic,Dermatology,3
child ear pain with fever,Pediatrics,8
phobia mild to moderate,Psychiatry,9
shoulder stiffness sudden onset,Orthopedics,2
nasal congestion worsening at night,ENT,11
breast lump since 1 week,Gynecology,7
health certificate sudden onset,General Medicine,13
squinting,Ophthalmology,10
fatigue worsening at night,General Medicine,13
cold and cough mild to moderate,General Medicine,13
asthma attack chronic,Pulmonology,5
TB symptoms after eating,Pulmonology,5
cold intolerance since 2 days,Endocrinology,6
breast lump with fever,Gynecology,7
fatigue sudden onset,Endocrinology,6
blood in urine in the morning,Nephrology,12
frequent chest infections in the morning,Pulmonology,5
fracture after eating,Orthopedics,2
mood swings with fever,Psychiatry,9
memory loss since 1 week,Neurology,1
runny nose after eating,ENT,11
panic attacks after eating,Psychiatry,9
ear pain since 2 days,ENT,11
liver pain,Gastroenterology,4
weakness since 2 days,General Medicine,13
fatigue after eating,General Medicine,13
child rash in the morning,Pediatrics,8
tingling in hands since 2 days,Neurology,1
PCOD symptoms after eating,Gynecology,7
eye pain worsening at night,Ophthalmology,10
TB symptoms chronic,Pulmonology,5
coughing blood worsening at night,Pulmonology,5
cataract since 1 week,Ophthalmology,10
sore throat with fever,ENT,11
vertigo with fever,ENT,11
seizures,Neurology,1
breathlessness on exertion with fever,Cardiology,0
cough for 3 weeks in the morning,Pulmonology,5
chest pain with fever,Cardiology,0
loss of appetite worsening at night,General Medicine,13
blood in urine since 1 week,Nephrology,12
stress sudden onset,Psychiatry,9
PCOD symptoms chronic,Gynecology,7
pregnancy symptoms worsening at night,Gynecology,7
cataract,Ophthalmology,10
health certificate mild to moderate,General Medicine,13
